case,gen,target_latency,llm_latency,file
44,1,13.042114601135253,3.5774464321136477,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case44-gen1.log
44,2,13.039554481506348,2.4410111904144287,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case44-gen2.log
44,3,13.038448600769042,2.4377753257751467,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case44-gen3.log
46,sakana,14.884802494049072,9.311600551605224,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
46,0,14.869708881378173,7.163269090652466,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case46-gen0.log
46,1,14.890188808441161,7.108976612091064,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case46-gen1.log
46,2,14.911569843292236,6.50799108505249,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case46-gen2.log
46,3,14.870302867889404,6.4934706878662105,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case46-gen3.log
47,sakana,5.131386861801148,20.223365173339843,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
47,0,5.126369304656983,5.123952646255493,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case47-gen0.log
47,1,5.123071994781494,4.987637720108032,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case47-gen1.log
47,2,5.127987203598022,4.917903347015381,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case47-gen2.log
47,3,5.123993606567383,4.889477081298828,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case47-gen3.log
48,sakana,5.11918080329895,11.021660175323486,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
48,0,5.119836158752442,4.9060454750061036,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case48-gen0.log
48,1,5.119078407287597,4.899205093383789,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case48-gen1.log
48,2,5.124505577087402,4.868894729614258,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case48-gen2.log
48,3,5.123174419403076,4.8677068710327145,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case48-gen3.log
49,sakana,5.86110969543457,6.2700543880462645,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
49,0,5.856215028762818,5.040619506835937,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case49-gen0.log
49,1,5.859717073440552,4.898140125274658,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case49-gen1.log
49,2,5.8619084072113035,0.9501491224765778,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case49-gen2.log
49,3,5.854474210739136,0.5314764738082886,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case49-gen3.log
